book,reviewer_name,star_rating,date,likes,relevance_score,segment_tag,review_text
The Way of the Superior Man – David Deida,Mason Frierson,1,,102,9,General / Dating Struggle,"I read this book after seeing it enthusiastically recommended by various sources online, with some ringing endorsements from a few people. I bought it in spite of knowing that it's big with the PUA community. I was very excited to get the chance to read it, but I must admit that I was extremely disappointed. As others have pointed out, Deida has no real professional credentials to fall back on, and his official bio is vague. From what I’ve gathered he has no PhD or PsyD or any other type of doctoral degree, he dropped out of school before he earned it. His undergraduate degree is in Theoretical Psycho biology and his masters is in Biology. He claims to have taught courses and have done research at several colleges but doesn't mention that any of it relates to the subject matter of this book. Mentions a lot about a background in yoga, spirituality, Buddhism, and no surprise here, creative writing. He also isn't licensed as a therapist and makes the claim that everything that he has taught and written since 1989 is free of the influence of academic and spiritual institution. He considers himself ""an entertainer,"" much like the scam artists who masquerade as ""gurus"" in other fields. His book comes across as little more than the egotistical blovating of a narcissist who's out to bilk his followers for all the love and attention he can get by regurgitating quasi-spiritual pablum. Deida's prose is sometimes called ""poetic,"" which is a nice way of saying that he's cheesy, vague, and likes to spout trite New Age cliches as if they were ancient wisdom. This was an immediate turnoff as I began reading. What do phrases like ""give your gift"" mean, exactly? I still don't know, even after seeing this phrase repeated several hundred times. There are more than a few statements which follow this formula: ""IF you don't do this or IF you are this...THEN you are a weak man."" I found these judgmental statements more goading towards believing the author's assertions, and basing a man's relative weakness or strength on a single, limited dimension rather than letting the reader decide the validity of the author's statements. The language used is a bit dramatic. I cannot count how many times I have read the word ""penetrate."" There are certainly some worthy passages about being congruent with yourself so that your woman trusts you such as how it's important for a man to pay attention to a woman's emotions and not try to fix her problems, how women want a man who's steadfast and has a direction and goal in life, and how many women prefer a guy who takes the lead in a relationship and handles the traditional male gender roles. And I liked the idea that in any intimate relationship, we can grow in leaps and bounds, but I think this also ignores the extremely desirable effects of biochemistry which predispose humans to being in ""intimate"" relationships. Again, the book is too simplistic and too one-dimensional in its perspective. And the most common solution to any problem a man may have with a woman in their relationship, that one reads page after page, is that you should suddenly create new energy in the moment, give your woman your full consciousness and embrace her with love. You should be living in full consciousness regardless of your woman. However, this book is not worth sifting through the author's bloated, shallow, cliche ridden New Age onanism to find."
The Way of the Superior Man – David Deida,Jim,4,,27,8,Masculine Identity / Polarity,"Wow. So this is a very controversial book. It was introduced to me by a friend of mine just going through a divorce, and feeling like he'd suppressed his masculine side for 20 years (of which I actually witnessed the final few years). It wasn't that he was emasculated by his wife so much as he was willing to bury a part of him resulting in him not exploring his full potential, and living a life true to his nature. He was living this book like a paint-by-numbers guidebook. BUT... it was working (for him). I hadn't read it, but my superficial take was that it was a little too... well... tidy. Too placebic (that a word? should be ;-) So I actually circulated it to several strong women I know. You know, a sort of acid test to those women who I felt would be most sensitive to a message of ""be a better man by embracing the masculine."" Their first superficial reaction was as expected-- umbrage, and even outrage. But then, slowly, as they digested it, and the message percolated, they kinda universally (and separately, I might add) *liked* the idea of a man being a man. That is, a masculine man being a masculine man, and learning how to treat a woman as a feminine entity. I was kinda shocked. So I read it. While no book can be a panacea for anything, there are some good lessons for us confused post-women's-lib men who sometimes get confused about when to open a door for a women and when to ensure they get equal pay. (Badly kept secret: they want both!)"
The Way of the Superior Man – David Deida,Umugaba,5,,21,7,Masculine Identity / Polarity,"Stop hoping for a completion of anything in Life: most men make the error of thinking that one day it will be done. Do what you love to do, what you are waiting to do, what you've been born to do, NOW. Live with an open heart even if it hurts A free man is free to acknowledge his fears, without hiding them, or hiding from them.Live with your lips pressed against your fear, kissing your fears, neither pulling back nor aggressively violating them. Never change your mind just to please a woman: you should always listen to your woman, and then make your own decision. Your purpose must come before your relationship: your mission is your priority. Lean just beyond your edge: own your fear, and lean just beyond it, in every aspect of your life, starting now. Do it for love:there is no essential difference between entering your woman's feminine heart and entering fully into the world. Both forms of intercourse, sexual and worldly, require sensitivity, spontaneity, and a strong connection to deep truth in order to penetrate chaos and closure in a way that love prevails. If you don't know your purpose, discover it, NOW: without a conscious life-purpose a man is totally lost, drifting, adapting to events rather than creating events. The superior man is not seeking fulfillment through work and woman, because he is already full. for him, work and intimacy are opportunities to give his gifts. Be willing to change everything in your life: ...you will experience layer after layer of purposes, each one getting closer and closer to the fullness of your deepest purpose. as you dissolve each layer and move toward the center, you will more and more be living from your deeper purposes. Don't use your family as an excuse Dont' get lost in tasks and duties Stop hoping for your woman to get easier: a woman will always test her man for the pleasure of feeling his strength in loving, his capacity to transcend nuisance, his persistence in his own truth, and his capacity to share the truth in love with her, even when she is complaining, especially when she is complaining. The truth of the feminine is whatever she is really feeling, in this present moment. Praise your woman Instead of tolerating your woman's moods of closure and complaint, open her moods with your skillful loving. Don't analyze your woman: 90% of a woman's emotional problems stem from feeling unloved Don't suggest that a woman fix her own emotional problem: one of the deepest feminine desires in intimacy is to be able to relax and surrender, knowing that her man is taking care of everything. a happy woman is a woman relaxed in her body and heart: powerful, unpredictable, deep, potentially wild and destructive, or calm and serene, but always full of life. the best way you can serve your woman is by helping her to surrender, to trust the force of love, so that she can open her heart, be the love that she is, and give this love which naturally overflows from her happiness. Stay with her intensity, to a point. Keep your breath full. keep your body strong. keep your attention present. no matter what your woman says and does, give her love. Don't force the feminine to make decisions: you need to play the masculine pole if you want your woman to play the feminine. always help your woman make decisions by giving her your perspective and telling her your choices, while letting her know that you love her regardless of the decision she makes. Your attraction to the feminine is inevitable. if you feel uncomfortable with your attraction to women, you are probably uncomfortable with your own masculine essence. Any negative attitude you have about your attraction to women is a sigh of fear; somewhere along the line you learned that such attraction was bad or evil. your attraction to women, all kinds of women, is natural, normal and beautiful. in fact, it is an aspect of the same desire that will ultimately lead you toward spiritual freedom. Chose a woman who i your complementary opposite: you will only be happy in intimacy if you choose a woman who is your sexual reciprocal as a partner. and you will only be able to survive such an intimacy if her dark and light sides are equally embraceable to you. ....."
The Way of the Superior Man – David Deida,Millionaire Hoy,5,,34,6,Masculine Identity / Polarity,"Every now and then I read a book that makes me go ""where the hell has this book been my entire life"". In “The Way of the Superior Man”, David Deida provided the best relationship advice I’ve read since Bertrand Russell’s’ “Marriage and Morals” or “Mating in Captivity” by Esther Perel, the best advice on male sexuality since Mantak Chia’s “The Multi-Orgasmic Man”, and not since Viktor E. Frankl’s “Man’s Search for Meaning” has a book made me “check” myself and reevaluate my actions more. Although the title of this book had me thinking that it was one to advocate autocratic behavior or male domination, David Deida’s appeal for the Superior Man is one that takes a stance against being a mediocre man; an appeal for responsibility and understanding in place of laziness and chaos. Deida understands of the masculine and feminine essence and temperament is unparalleled in anything that I’ve ever read and I’d go as far as to say that “The Way of the Superior Man” is a book that every man should read at least once in their life time. In this book, David Deida is unapologetic in his approach on male/female relations and after hearing his profound relationship advice, I was left thinking “Doink! That’s why I’ve been falling flat on my face all these years”. “The Way of the Superior Man” is packed with sound advice, but I must say that I’ve extracted the most value from the sections where he informed men to feed from feminine energy and, for a lack of a better word, “use” the women in their lives as a guide to determine whether or not you’re living life to the fullest of your capabilities. I’m glad that I had the opportunity to read this gem, which was recommended to me by a good friend – who, surprisingly, is a woman. Thanks a lot, Dayna. 5 Stars."
The Way of the Superior Man – David Deida,Jason,5,,53,5,Masculine Identity / Polarity,"The core book in the teachings of David Deida. The book that stopped me in my tracks over and over again. They are very short chapters, but each 2-3 page chapter would usually take me about a week to digest. I read this for 2 years over and over again until I finally met David Deida. Let me tell you something: You can read this book for 10 years, and I guarantee you will get a hell of a lot from it doing that, but 3 days in a workshop with David was worth 2 years of reading his book. At least. So this review tells you how it affected me, but not what it's about... But the title says it all, so you don't need an explanation of the contents, what you need is to understand whether it's worth your time. I can't imagine it NOT being worth your time. I have given this book to countless men. My children have all read it, and given copies to their friends. Women read it and then give a copy to their husband, HOPING he reads it and GETS it. Let's put it this way: David GETS men and women. And I didn't take anything he said on face value. NOT A PIECE OF IT. I tested it ALL. And there are few times when his insights into the Masculine working the Feminine is wrong. This is THE book for men. Period. But let me warn you. I've given this to a lot of men who have loved it, and their lives have changed dramatically... but I've given it to a lot of men who have discarded it and return to the couch. Its challenging. But I love that about it."
The Way of the Superior Man – David Deida,melissabee,5,,404,4,Masculine Identity / Polarity,"the casual reader misunderstands deida and wrongly characterizes him as stereotyping genders. this is not at all what he is doing. listen deeper. he writes/teaches about masculine and feminine energy , which is present to varying degrees in all men and women. when he describes feminine energy, he is not describing women, and when he describes masculine energy, he is not describing men. this is an important distinction. as he says, even places have masculine and feminine energies, e.g., hawaii has predominantly feminine energy, while new york is very masculine. the feminine is everything that changes and flows. the feminine is light and love. the masculine is stillness, nothingness. the masculine observes. each energy provides unique gifts. the masculine holds the space for the feminine - like the riverbanks (stillness) hold the space for the river (life) to flow. the feminine invites the masculine to life. those who think him to be misogynistic are missing his point entirely. the weather is feminine. any good sailor knows this. the sailor can only navigate the ocean well when he has great respect for the ocean, and knows that if the ocean wants to crush him, the ocean wins. to really understand deida, listen to him teach. there are downloadable mp3's on his website (i highly recommend 'the complete recordings,' a 3-volume set). he is at his most brilliant when he is working with people in his workshops. his use of language is disarming, in a good way. he is incredibly articulate and his powerful presence can be felt right through the recordings. i have read many books and authors on the subject of spiritual sex, and deida is by far the best. margot anand is a far second, in my opinion. this book, along with finding god through sex , should be required reading for anyone who wants to deepen their spiritual life, and understanding of relationship."
The Way of the Superior Man – David Deida,Greg Swierad,5,,212,4,Masculine Identity / Polarity,"This is one of these books written in a very philosophical way. The way that opens your mind, and you start to perceive things differently. I never understood what it takes to be a superior man. What’s the mindset. I was always the “good guy”. I understood that being the man is having the purpose more important than the relationship. It’s about the understanding of masculine, and feminine energy, and knowing how to deal with them. There are so many lessons from this book. These are my top 3 takeaways (at this moment of time): * Free yourself from the expectations and criticisms of your father * Do it for love , not for personal gain or pleasure * Don't get lost in tasks and duties From this book, I distilled 23 mindsets that the superior man should have, and also I wrote a detailed book summary that you can read here: https://www.mentorist.app/books/the-w..."
The Way of the Superior Man – David Deida,Dmytro Kolesnyk,1,,23,4,General / Dating Struggle,"Oh my fucking god. Oh Jesus. This can't be real. Got this book as a gift from a supplier. Read it for shits and giggles in a sitting. This has to be a joke. There is no way this book isn't satire. I enjoy sexism in comedy. I make sexist jokes to my fiance. I have to be more careful with sexism now as this book, and it's many positive reviews, have made me realize that actual people think it's OK to write, and think, about women the way this imbecile of an author does. It's disgusting and awful. With no nuance whatsoever, this fucking cum sock of a human being describes women as helpless children who (sometimes willingly, sometimes not--he can't seem to decide) are out to destroy a man's life if he doesn't learn to keep them on an emotional leash. He writes about women's duty to be their personal cum dumpster, wants to be congratulated for not raping his babysitter (it gets really rapey), and rationalizes (poorly (seriously, no nuance)) how it's fine to blame a woman for his shortcomings. Men: Please, don't read this book. If you do or already have that's fine, just do, think, and feel the exact opposite of what the author preaches. Women: I'm sorry that men like this author exist. Everyone: Smarten up. Mr. Deida: I hope you learn the error of your ways. Perhaps there's a book out there for you or maybe a good therapist."
The Way of the Superior Man – David Deida,Mike,3,,21,4,Masculine Identity / Polarity,"It's politically incorrect. It's sexist. It's gender essentialist. It's woo. It's silly. It's sanctimonious. It makes unjustified generalizations. It's demeaning to both women and men. It's unsupported by scientific evidence. However. There are grains of truth. At the very least, Deida is offering a new set of models to work from, where our existing models are inadequate. Models which, for many couples, probably come close enough to the truth to be useful. Many men really are primarily driven by their Purpose. Many women really do prioritize their relationship above all else. For couples like this, when the man is not true to his purpose the woman senses this and loses trust in him. She may not be consciously aware of it, but she will be upset, and in this case it really is the man's fault, and arguably his responsibility to remedy the situation. The way I understand it, personalities vary along several axes, and some of these have some correlation to gender. The differences in how one takes a person's track record or reputation into account, e.g.: Deida says men more strongly consider someone's reputation and are more willing to let a minor transgression slide, while women will judge solely based on someone's most recent behavior. I'd guess that this is largely true. It explains why those with this personality trait might love and stay with an abusive partner who runs hot and cold. Crucially, before reading WotSM I've thought it unfair when harshly judged by my partner for small mistakes; now I understand that my partner was someone who only takes recent actions into account. The key to making use of the kind of advice in this book is to remember that we are in relationships with individuals, not archetypes. ""Women"" behave in this way, but this particular woman behaves that way, and it's more important to know and understand the latter than the former. Relationships are subtle and complex, and their dynamics depend on personalities and circumstances and unchangeable human nature in mostly unpredictable ways. Build a better model of yourself, your partner, and your relationship, and you'll do better navigating these waters."
